genome	gyrB	dnaG	frr	infC	nusA	pgk	pyrG	rplA	rplB	rplC	rplD	rplE	rplF	rplK	rplL	rplM	rplN	rplP	rplS	rplT	rpmA	rpoB	rpsB	rpsC	rpsE	rpsI	rpsJ	rpsK	rpsM	rpsS	smpB	tsf
GUT_GENOME128042	GUT_GENOME275636_00074	GUT_GENOME019103_00070	GUT_GENOME128042_00588	GUT_GENOME275636_01250	GUT_GENOME275636_02018	GUT_GENOME275636_00272	GUT_GENOME275636_01819	GUT_GENOME275636_01967	GUT_GENOME275636_01432	GUT_GENOME118188_00274	GUT_GENOME118188_00273	GUT_GENOME275636_01441	GUT_GENOME275636_01444	GUT_GENOME275636_01968	GUT_GENOME128042_01415	GUT_GENOME015816_01145	GUT_GENOME128042_00757	GUT_GENOME036853_01663	GUT_GENOME118188_00773	GUT_GENOME275636_01252	GUT_GENOME034763_00371	GUT_GENOME275636_01964	GUT_GENOME015816_00607	GUT_GENOME034763_00734	GUT_GENOME128042_00764	GUT_GENOME275636_00591	GUT_GENOME118188_00275	GUT_GENOME118188_00443	GUT_GENOME019103_00035	GUT_GENOME248086_00886	GUT_GENOME118188_00320	GUT_GENOME128042_00586
GUT_GENOME279989	GUT_GENOME279989_01063	GUT_GENOME279989_00895	GUT_GENOME279989_01667	GUT_GENOME279989_01770	GUT_GENOME279989_01804	GUT_GENOME279989_00613	GUT_GENOME279989_01568	GUT_GENOME009256_01803	GUT_GENOME279989_00058	GUT_GENOME009256_00485	GUT_GENOME113709_00426	GUT_GENOME279989_00067	GUT_GENOME279989_00254	GUT_GENOME126180_01754	GUT_GENOME279989_01628,GUT_GENOME253114_01328	GUT_GENOME113709_00281	GUT_GENOME126180_00559	GUT_GENOME244953_00167	GUT_GENOME279989_00345	GUT_GENOME113709_01169	GUT_GENOME126180_01525	GUT_GENOME008347_00969	GUT_GENOME279989_01590	GUT_GENOME008347_00235		GUT_GENOME009256_00613	GUT_GENOME126180_01741	GUT_GENOME017688_00442	GUT_GENOME279989_00125	GUT_GENOME279989_00059	GUT_GENOME279989_01582	GUT_GENOME279989_01591
GUT_GENOME225259	GUT_GENOME225259_00098	GUT_GENOME225259_01674	GUT_GENOME225259_01654	GUT_GENOME225259_00144	GUT_GENOME225259_00186	GUT_GENOME225259_00423	GUT_GENOME225259_01537	GUT_GENOME225259_01373	GUT_GENOME225259_01388	GUT_GENOME225259_01385	GUT_GENOME225259_01386	GUT_GENOME225259_01397	GUT_GENOME225259_01400	GUT_GENOME225259_01372	GUT_GENOME225259_01375	GUT_GENOME225259_00642	GUT_GENOME220136_01640	GUT_GENOME225259_01392	GUT_GENOME225259_01314	GUT_GENOME220136_00697	GUT_GENOME225259_00328	GUT_GENOME225259_01376	GUT_GENOME225259_01657	GUT_GENOME225259_01391	GUT_GENOME225259_01402	GUT_GENOME225259_00643	GUT_GENOME225259_01384	GUT_GENOME225259_01408	GUT_GENOME225259_01407	GUT_GENOME225259_01389	GUT_GENOME225259_01861	GUT_GENOME225259_01656
GUT_GENOME096170	GUT_GENOME096170_00269	GUT_GENOME096170_01558	GUT_GENOME096170_00578	GUT_GENOME096170_01988	GUT_GENOME096170_01603	GUT_GENOME096170_01353	GUT_GENOME096170_02013	GUT_GENOME096170_01805	GUT_GENOME275636_01432	GUT_GENOME096170_01816	GUT_GENOME096170_01817	GUT_GENOME096170_01828	GUT_GENOME096170_01831	GUT_GENOME096170_01804	GUT_GENOME096170_01807	GUT_GENOME036853_01744	GUT_GENOME128042_00757	GUT_GENOME036853_01663	GUT_GENOME096170_01471	GUT_GENOME275636_01252	GUT_GENOME034763_00371	GUT_GENOME096170_01808	GUT_GENOME096170_00575	GUT_GENOME096170_01822	GUT_GENOME096170_01833	GUT_GENOME096170_01453	GUT_GENOME118188_00275	GUT_GENOME096170_01839	GUT_GENOME096170_01838	GUT_GENOME248086_00886	GUT_GENOME096170_01490	GUT_GENOME096170_00576
GUT_GENOME243094	GUT_GENOME243094_00837,GUT_GENOME243094_00913	GUT_GENOME243094_00365	GUT_GENOME243094_01030	GUT_GENOME243094_00849	GUT_GENOME243094_00970	GUT_GENOME243094_01518	GUT_GENOME243094_00825	GUT_GENOME243094_01536	GUT_GENOME243094_01419	GUT_GENOME243094_01618	GUT_GENOME243094_01421	GUT_GENOME243094_01116	GUT_GENOME243094_01119	GUT_GENOME243094_01535	GUT_GENOME243094_00478	GUT_GENOME243094_00422	GUT_GENOME243094_01114	GUT_GENOME243094_01415	GUT_GENOME243094_00616	GUT_GENOME243094_00150	GUT_GENOME243094_00450	GUT_GENOME243094_00476	GUT_GENOME243094_00664	GUT_GENOME243094_01416	GUT_GENOME243094_01121	GUT_GENOME243094_00421	GUT_GENOME243094_01588	GUT_GENOME243094_01102	GUT_GENOME243094_01101	GUT_GENOME243094_01418	GUT_GENOME243094_00535	GUT_GENOME243094_00257
GUT_GENOME096259	GUT_GENOME096259_00030	GUT_GENOME096259_01521,GUT_GENOME096259_01520	GUT_GENOME096259_01843	GUT_GENOME096259_01298	GUT_GENOME096259_01445	GUT_GENOME096259_00448	GUT_GENOME096259_01050	GUT_GENOME096259_00155	GUT_GENOME096259_00074	GUT_GENOME248086_00890	GUT_GENOME096259_00072	GUT_GENOME249850_00979	GUT_GENOME096259_00086	GUT_GENOME045895_01405	GUT_GENOME096259_00157	GUT_GENOME036853_01744	GUT_GENOME210225_00060	GUT_GENOME036853_01663	GUT_GENOME248086_01052	GUT_GENOME249850_01349	GUT_GENOME096259_00958	GUT_GENOME096259_00158	GUT_GENOME096259_01846	GUT_GENOME096259_00077	GUT_GENOME096259_00088	GUT_GENOME258867_00646	GUT_GENOME096259_00070	GUT_GENOME096259_00094	GUT_GENOME096259_00093	GUT_GENOME248086_00886	GUT_GENOME096259_01007	GUT_GENOME096259_01845
GUT_GENOME014372	GUT_GENOME014372_01749	GUT_GENOME014372_01410	GUT_GENOME014372_01886	GUT_GENOME014372_00546	GUT_GENOME014372_01092	GUT_GENOME014372_00114	GUT_GENOME014372_00059	GUT_GENOME014372_01384	GUT_GENOME014372_00183	GUT_GENOME014372_00180	GUT_GENOME014372_00181	GUT_GENOME014372_00192	GUT_GENOME014372_00196	GUT_GENOME014372_01385	GUT_GENOME111778_02297	GUT_GENOME014372_00248	GUT_GENOME014372_00190	GUT_GENOME014372_00187	GUT_GENOME116624_01321	GUT_GENOME014372_01641	GUT_GENOME014372_01207		GUT_GENOME014372_00920	GUT_GENOME014372_00186		GUT_GENOME014372_00249	GUT_GENOME270508_01369	GUT_GENOME017688_00442	GUT_GENOME014372_00242	GUT_GENOME014372_00184	GUT_GENOME014372_00445	GUT_GENOME014372_00919
GUT_GENOME276506	GUT_GENOME276506_01247	GUT_GENOME013062_01671	GUT_GENOME013062_01487	GUT_GENOME013062_01737	GUT_GENOME013062_00956	GUT_GENOME279989_00613	GUT_GENOME013062_01976	GUT_GENOME009256_01803	GUT_GENOME276506_00899	GUT_GENOME009256_00485	GUT_GENOME113709_00426	GUT_GENOME279989_00067	GUT_GENOME247404_01217	GUT_GENOME013062_01855	GUT_GENOME113709_01827,GUT_GENOME276506_00244	GUT_GENOME276506_00725	GUT_GENOME126180_00559	GUT_GENOME244953_00167	GUT_GENOME013062_00722	GUT_GENOME247404_01061	GUT_GENOME008347_01450	GUT_GENOME013062_01110	GUT_GENOME276506_01948	GUT_GENOME244953_00166		GUT_GENOME009256_00613	GUT_GENOME126180_01741	GUT_GENOME244953_00588	GUT_GENOME009256_00620	GUT_GENOME279989_00059	GUT_GENOME276506_01698	GUT_GENOME276506_01949
GUT_GENOME013062	GUT_GENOME276506_01247	GUT_GENOME013062_01671	GUT_GENOME013062_01487	GUT_GENOME013062_01737	GUT_GENOME013062_00956	GUT_GENOME279989_00613	GUT_GENOME013062_01976	GUT_GENOME009256_01803	GUT_GENOME276506_00899	GUT_GENOME009256_00485	GUT_GENOME139634_01229	GUT_GENOME279989_00067	GUT_GENOME013062_00515	GUT_GENOME013062_01855	GUT_GENOME113709_01827,GUT_GENOME013062_01462	GUT_GENOME113709_00281	GUT_GENOME126180_00559	GUT_GENOME244953_00167	GUT_GENOME013062_00722	GUT_GENOME247404_01061	GUT_GENOME008347_01450	GUT_GENOME013062_01110	GUT_GENOME276506_01948	GUT_GENOME244953_00166		GUT_GENOME009256_00613	GUT_GENOME126180_01741	GUT_GENOME244953_00588	GUT_GENOME013062_00899	GUT_GENOME279989_00059	GUT_GENOME276506_01698	GUT_GENOME276506_01949
GUT_GENOME021955	GUT_GENOME275835_02823,GUT_GENOME021955_01049	GUT_GENOME021955_01767	GUT_GENOME021955_01377	GUT_GENOME275835_02781	GUT_GENOME021955_01147	GUT_GENOME021955_00288	GUT_GENOME021955_02630	GUT_GENOME275835_02571	GUT_GENOME021955_00397	GUT_GENOME275835_02580	GUT_GENOME021955_00399	GUT_GENOME021955_00096	GUT_GENOME021955_00093	GUT_GENOME113468_00051	GUT_GENOME275835_02573	GUT_GENOME275835_01489	GUT_GENOME275835_00395	GUT_GENOME018557_02955	GUT_GENOME021955_01905	GUT_GENOME275835_02783	GUT_GENOME021955_03152	GUT_GENOME021955_00406		GUT_GENOME275835_00391	GUT_GENOME275835_00402	GUT_GENOME275835_01488	GUT_GENOME275835_02579			GUT_GENOME021955_00396	GUT_GENOME021955_00844	GUT_GENOME021955_03132
GUT_GENOME247404	GUT_GENOME247404_00132	GUT_GENOME247404_00045	GUT_GENOME247404_01653	GUT_GENOME247404_01535	GUT_GENOME247404_00173	GUT_GENOME247404_01037	GUT_GENOME247404_01350	GUT_GENOME247404_00183	GUT_GENOME247404_01230	GUT_GENOME009256_00485	GUT_GENOME113709_00426	GUT_GENOME279989_00067	GUT_GENOME247404_01217	GUT_GENOME244953_01197	GUT_GENOME113709_01827,GUT_GENOME247404_01722	GUT_GENOME247404_00960	GUT_GENOME126180_00559	GUT_GENOME244953_00167	GUT_GENOME013062_00722	GUT_GENOME247404_01061	GUT_GENOME247404_01715	GUT_GENOME008347_00969	GUT_GENOME247404_01590	GUT_GENOME244953_00166		GUT_GENOME009256_00613	GUT_GENOME126180_01741	GUT_GENOME244953_00588	GUT_GENOME013062_00899	GUT_GENOME279989_00059	GUT_GENOME247404_01113	GUT_GENOME247404_01589
GUT_GENOME011719	GUT_GENOME011719_01437	GUT_GENOME011719_00424	GUT_GENOME286122_00752	GUT_GENOME011719_00826	GUT_GENOME011719_01340	GUT_GENOME286122_00300	GUT_GENOME286122_00956	GUT_GENOME286122_01327	GUT_GENOME286122_01292	GUT_GENOME286122_01289	GUT_GENOME011719_00991	GUT_GENOME286122_01242	GUT_GENOME286122_01031	GUT_GENOME286122_01326	GUT_GENOME011719_01406	GUT_GENOME286122_00487	GUT_GENOME286122_01241	GUT_GENOME011719_00985	GUT_GENOME286122_01328	GUT_GENOME011719_00820	GUT_GENOME011719_00023	GUT_GENOME011719_01405	GUT_GENOME011719_01183	GUT_GENOME286122_01237	GUT_GENOME011719_00975	GUT_GENOME286122_00488	GUT_GENOME286122_01288	GUT_GENOME011719_00969	GUT_GENOME286122_01038	GUT_GENOME011719_00988	GUT_GENOME286122_01081	GUT_GENOME286122_00970
GUT_GENOME001354	GUT_GENOME001354_01148	GUT_GENOME001354_01347	GUT_GENOME001354_01014	GUT_GENOME001354_01898	GUT_GENOME001354_00786	GUT_GENOME001354_01913	GUT_GENOME001354_01011	GUT_GENOME017455_01580	GUT_GENOME001354_00634	GUT_GENOME014491_00215	GUT_GENOME014491_00214	GUT_GENOME001354_00625	GUT_GENOME001354_00622	GUT_GENOME246915_01646	GUT_GENOME025525_00499	GUT_GENOME082811_01134	GUT_GENOME194902_00097	GUT_GENOME001354_00630	GUT_GENOME001354_01487	GUT_GENOME194902_00590	GUT_GENOME014491_00013	GUT_GENOME001354_01878	GUT_GENOME025525_01632	GUT_GENOME025525_00483	GUT_GENOME194902_00104	GUT_GENOME194902_01035	GUT_GENOME194902_00086	GUT_GENOME194902_00110	GUT_GENOME025525_00468	GUT_GENOME014491_00211	GUT_GENOME001354_00035	GUT_GENOME194902_01210
GUT_GENOME109093	GUT_GENOME109093_00809	GUT_GENOME109093_01717	GUT_GENOME109093_00743	GUT_GENOME109093_00065	GUT_GENOME109093_00857	GUT_GENOME109093_00971	GUT_GENOME109093_01552	GUT_GENOME111778_01651	GUT_GENOME010056_01227	GUT_GENOME109093_00471	GUT_GENOME102790_00130	GUT_GENOME109093_00458	GUT_GENOME113915_01477	GUT_GENOME132314_01233	GUT_GENOME111778_02297	GUT_GENOME113915_00770	GUT_GENOME132314_01365	GUT_GENOME237253_01649	GUT_GENOME132314_00932	GUT_GENOME113915_01195	GUT_GENOME109093_00631	GUT_GENOME111778_00447	GUT_GENOME109093_00835	GUT_GENOME109093_00465		GUT_GENOME132314_01403	GUT_GENOME237253_01641	GUT_GENOME017688_00442	GUT_GENOME113915_00764	GUT_GENOME102790_00127	GUT_GENOME109093_00037	GUT_GENOME109093_00834
GUT_GENOME017455	GUT_GENOME017455_00245	GUT_GENOME017455_00619	GUT_GENOME017455_01532	GUT_GENOME025525_01336	GUT_GENOME017455_01369	GUT_GENOME017455_00932	GUT_GENOME017455_01764	GUT_GENOME017455_01580					GUT_GENOME001354_00622	GUT_GENOME017455_01579	GUT_GENOME025525_00499	GUT_GENOME082811_01134			GUT_GENOME001354_01487	GUT_GENOME194902_00590	GUT_GENOME014491_00013		GUT_GENOME025525_01632		GUT_GENOME194902_00104			GUT_GENOME194902_00110	GUT_GENOME025525_00468		GUT_GENOME017455_00887	GUT_GENOME194902_01210
GUT_GENOME194902	GUT_GENOME194902_00003	GUT_GENOME194902_00272	GUT_GENOME001354_01014	GUT_GENOME001354_01898	GUT_GENOME194902_01319	GUT_GENOME001354_01913	GUT_GENOME001354_01011	GUT_GENOME017455_01580	GUT_GENOME001354_00634	GUT_GENOME014491_00215	GUT_GENOME014491_00214	GUT_GENOME001354_00625	GUT_GENOME001354_00622	GUT_GENOME017455_01579	GUT_GENOME025525_00499	GUT_GENOME082811_01134	GUT_GENOME194902_00097	GUT_GENOME001354_00630	GUT_GENOME001354_01487	GUT_GENOME194902_00590	GUT_GENOME014491_00013	GUT_GENOME001354_01878	GUT_GENOME025525_01632	GUT_GENOME025525_00483	GUT_GENOME194902_00104	GUT_GENOME194902_01035	GUT_GENOME194902_00086	GUT_GENOME194902_00110	GUT_GENOME194902_00109	GUT_GENOME014491_00211	GUT_GENOME194902_00304	GUT_GENOME194902_01210
GUT_GENOME015836	GUT_GENOME015836_01571	GUT_GENOME015836_00256	GUT_GENOME015836_01502	GUT_GENOME015836_01441	GUT_GENOME013993_00881	GUT_GENOME109093_00971	GUT_GENOME015836_00521	GUT_GENOME012683_00891	GUT_GENOME237253_01645	GUT_GENOME237253_01642	GUT_GENOME237253_01643	GUT_GENOME015477_01125	GUT_GENOME237253_01657	GUT_GENOME237253_00927	GUT_GENOME111778_02297	GUT_GENOME113915_00770	GUT_GENOME237253_01652	GUT_GENOME237253_01649	GUT_GENOME007807_00821	GUT_GENOME013993_01818	GUT_GENOME109093_00631	GUT_GENOME012683_01064	GUT_GENOME012683_01022	GUT_GENOME013993_01427		GUT_GENOME017688_00448	GUT_GENOME237253_01641	GUT_GENOME017688_00442	GUT_GENOME237253_01952	GUT_GENOME237253_01646	GUT_GENOME015836_00690	GUT_GENOME013993_00885
GUT_GENOME113915	GUT_GENOME113915_00844	GUT_GENOME033875_00581	GUT_GENOME113915_01737	GUT_GENOME113915_01106	GUT_GENOME113915_00814	GUT_GENOME109093_00971	GUT_GENOME113915_01132	GUT_GENOME111778_01651	GUT_GENOME010056_01227	GUT_GENOME109093_00471	GUT_GENOME102790_00130	GUT_GENOME113915_01474	GUT_GENOME113915_01477	GUT_GENOME132314_01233	GUT_GENOME111778_02297	GUT_GENOME113915_00770	GUT_GENOME237253_01652	GUT_GENOME237253_01649	GUT_GENOME007807_00821	GUT_GENOME113915_01195	GUT_GENOME109093_00631	GUT_GENOME111778_00447	GUT_GENOME033875_01705	GUT_GENOME013993_01427		GUT_GENOME017688_00448	GUT_GENOME237253_01641	GUT_GENOME017688_00442	GUT_GENOME113915_00764	GUT_GENOME102790_00127	GUT_GENOME033875_01065	GUT_GENOME111778_01964
GUT_GENOME019023	GUT_GENOME015836_01571,GUT_GENOME170504_01953		GUT_GENOME019023_00383	GUT_GENOME170504_01089		GUT_GENOME170504_01304	GUT_GENOME019023_01011	GUT_GENOME170504_00586	GUT_GENOME019023_01451	GUT_GENOME019023_01448	GUT_GENOME201393_01380		GUT_GENOME237253_01657,GUT_GENOME170504_01403		GUT_GENOME201393_02149	GUT_GENOME170504_01612	GUT_GENOME170504_01250	GUT_GENOME236438_01221	GUT_GENOME170504_00403		GUT_GENOME019023_00947		GUT_GENOME170504_01444	GUT_GENOME170504_01246		GUT_GENOME236438_00475	GUT_GENOME018819_00757	GUT_GENOME201393_00274	GUT_GENOME201393_00275	GUT_GENOME170504_01244	GUT_GENOME170504_00813	GUT_GENOME019023_00326
GUT_GENOME025525	GUT_GENOME025525_00555	GUT_GENOME025525_00007	GUT_GENOME025525_01596	GUT_GENOME025525_01336	GUT_GENOME025525_01424	GUT_GENOME025525_01414	GUT_GENOME014491_01066	GUT_GENOME014491_00227	GUT_GENOME001354_00634	GUT_GENOME014491_00215	GUT_GENOME014491_00214	GUT_GENOME001354_00625	GUT_GENOME001354_00622	GUT_GENOME246915_01646	GUT_GENOME025525_00499	GUT_GENOME082811_01134	GUT_GENOME194902_00097	GUT_GENOME001354_00630	GUT_GENOME014491_00359	GUT_GENOME194902_00590	GUT_GENOME014491_00013	GUT_GENOME001354_01878	GUT_GENOME025525_01632	GUT_GENOME025525_00483	GUT_GENOME194902_00104	GUT_GENOME194902_01035	GUT_GENOME194902_00086	GUT_GENOME194902_00110	GUT_GENOME025525_00468	GUT_GENOME014491_00211	GUT_GENOME025525_00785	GUT_GENOME014491_01071
GUT_GENOME117452	GUT_GENOME117452_02009	GUT_GENOME117452_00539	GUT_GENOME117452_00733	GUT_GENOME117452_01530	GUT_GENOME117452_00412	GUT_GENOME117452_01798	GUT_GENOME117452_01324	GUT_GENOME117452_02000		GUT_GENOME117452_02080	GUT_GENOME117452_02079	GUT_GENOME117452_01288	GUT_GENOME117452_01291	GUT_GENOME117452_01999	GUT_GENOME117452_01606	GUT_GENOME117452_01777	GUT_GENOME117452_01286	GUT_GENOME113156_00947	GUT_GENOME117452_01750	GUT_GENOME117452_00460	GUT_GENOME117452_01914	GUT_GENOME117452_00595	GUT_GENOME117452_00408	GUT_GENOME117452_01282		GUT_GENOME117452_01778	GUT_GENOME113156_00939	GUT_GENOME117452_01772	GUT_GENOME117452_01771		GUT_GENOME117452_00639	GUT_GENOME117452_00407
GUT_GENOME115359	GUT_GENOME115359_01081	GUT_GENOME115359_01664	GUT_GENOME010056_00920	GUT_GENOME007807_01679	GUT_GENOME115359_00922	GUT_GENOME115359_01370	GUT_GENOME115359_00893	GUT_GENOME010056_00978	GUT_GENOME010056_01227	GUT_GENOME010056_01224	GUT_GENOME007807_00207	GUT_GENOME007807_00218	GUT_GENOME115359_00481	GUT_GENOME007807_00396	GUT_GENOME111778_02297	GUT_GENOME115359_01145	GUT_GENOME132314_01365	GUT_GENOME126180_00556	GUT_GENOME007807_00821	GUT_GENOME007807_00543	GUT_GENOME009640_00818	GUT_GENOME111778_00447	GUT_GENOME115359_00926	GUT_GENOME115359_00472		GUT_GENOME017688_00448	GUT_GENOME237253_01641	GUT_GENOME017688_00442	GUT_GENOME010056_00034	GUT_GENOME102790_00127	GUT_GENOME115359_01678	GUT_GENOME115359_00927
GUT_GENOME033875	GUT_GENOME113915_00844	GUT_GENOME033875_00581	GUT_GENOME113915_01737	GUT_GENOME113915_01106	GUT_GENOME033875_01701	GUT_GENOME109093_00971	GUT_GENOME033875_00953	GUT_GENOME111778_01651	GUT_GENOME010056_01227	GUT_GENOME237253_01642	GUT_GENOME102790_00130	GUT_GENOME113915_01474	GUT_GENOME111778_00969	GUT_GENOME132314_01233	GUT_GENOME111778_02297	GUT_GENOME113915_00770	GUT_GENOME132314_01365	GUT_GENOME237253_01649	GUT_GENOME007807_00821	GUT_GENOME113915_01195	GUT_GENOME109093_00631	GUT_GENOME111778_00447	GUT_GENOME033875_01705	GUT_GENOME111778_00978		GUT_GENOME017688_00448	GUT_GENOME237253_01641	GUT_GENOME017688_00442	GUT_GENOME113915_00764	GUT_GENOME102790_00127	GUT_GENOME033875_01065	GUT_GENOME111778_01964
GUT_GENOME015477	GUT_GENOME015477_01379	GUT_GENOME012683_01413	GUT_GENOME237253_01469	GUT_GENOME015477_01284	GUT_GENOME015477_01719	GUT_GENOME237253_00662	GUT_GENOME012683_00096	GUT_GENOME012683_00891	GUT_GENOME237253_01645	GUT_GENOME237253_01642	GUT_GENOME237253_01643	GUT_GENOME015477_01125	GUT_GENOME237253_01657	GUT_GENOME237253_00927	GUT_GENOME111778_02297	GUT_GENOME237253_01958	GUT_GENOME237253_01652	GUT_GENOME237253_01649	GUT_GENOME017688_00494	GUT_GENOME009640_00118	GUT_GENOME009640_00818	GUT_GENOME012683_01064	GUT_GENOME012683_01022	GUT_GENOME013993_01427		GUT_GENOME017688_00448	GUT_GENOME237253_01641	GUT_GENOME017688_00442	GUT_GENOME237253_01952	GUT_GENOME237253_01646	GUT_GENOME237253_00759	GUT_GENOME013993_00885
GUT_GENOME111778	GUT_GENOME111778_01684	GUT_GENOME102790_01234	GUT_GENOME102790_00326	GUT_GENOME111778_00440	GUT_GENOME111778_01969	GUT_GENOME111778_02092	GUT_GENOME111778_00543	GUT_GENOME111778_01651	GUT_GENOME010056_01227	GUT_GENOME010056_01224	GUT_GENOME102790_00130	GUT_GENOME113915_01474	GUT_GENOME111778_00969	GUT_GENOME132314_01233	GUT_GENOME111778_02297	GUT_GENOME113915_00770	GUT_GENOME132314_01365	GUT_GENOME237253_01649	GUT_GENOME007807_00821	GUT_GENOME111778_00583	GUT_GENOME132314_01856	GUT_GENOME111778_00447	GUT_GENOME111778_01965	GUT_GENOME111778_00978		GUT_GENOME132314_01403	GUT_GENOME237253_01641	GUT_GENOME017688_00442	GUT_GENOME113915_00764	GUT_GENOME102790_00127	GUT_GENOME111778_00384	GUT_GENOME111778_01964
GUT_GENOME009640	GUT_GENOME009640_00227	GUT_GENOME009640_01329	GUT_GENOME009640_00170	GUT_GENOME009640_00930	GUT_GENOME009640_00244	GUT_GENOME009640_01413	GUT_GENOME009640_00206	GUT_GENOME009640_01067				GUT_GENOME009640_00717	GUT_GENOME009640_01568	GUT_GENOME237253_00927	GUT_GENOME111778_02297	GUT_GENOME237253_01958	GUT_GENOME237253_01652	GUT_GENOME009640_00722	GUT_GENOME007807_00821	GUT_GENOME009640_00118	GUT_GENOME009640_00818	GUT_GENOME012683_01064	GUT_GENOME009640_00143			GUT_GENOME017688_00448		GUT_GENOME017688_00442	GUT_GENOME009640_00433		GUT_GENOME009640_01312	GUT_GENOME009640_00144
GUT_GENOME007807	GUT_GENOME115359_01081	GUT_GENOME007807_01063	GUT_GENOME007807_00360	GUT_GENOME007807_01679	GUT_GENOME115359_00922	GUT_GENOME115359_01370	GUT_GENOME007807_00756	GUT_GENOME010056_00978	GUT_GENOME010056_01227	GUT_GENOME010056_01224	GUT_GENOME007807_00207	GUT_GENOME007807_00218	GUT_GENOME115359_00481	GUT_GENOME007807_00396	GUT_GENOME111778_02297	GUT_GENOME115359_01145	GUT_GENOME132314_01365	GUT_GENOME126180_00556	GUT_GENOME007807_00821	GUT_GENOME007807_00543	GUT_GENOME009640_00818	GUT_GENOME111778_00447	GUT_GENOME115359_00926	GUT_GENOME115359_00472		GUT_GENOME017688_00448	GUT_GENOME237253_01641	GUT_GENOME017688_00442	GUT_GENOME010056_00034	GUT_GENOME131708_01688	GUT_GENOME007807_00906	GUT_GENOME115359_00927
GUT_GENOME275835	GUT_GENOME275835_02823,GUT_GENOME275835_02387	GUT_GENOME275835_02001	GUT_GENOME275835_01787	GUT_GENOME275835_02781	GUT_GENOME275835_00209	GUT_GENOME021955_00288	GUT_GENOME275835_00797	GUT_GENOME275835_02571	GUT_GENOME275835_02583	GUT_GENOME275835_02580	GUT_GENOME021955_00399	GUT_GENOME021955_00096	GUT_GENOME021955_00093	GUT_GENOME113468_00051	GUT_GENOME275835_02573	GUT_GENOME275835_01489	GUT_GENOME275835_00395	GUT_GENOME018557_02955	GUT_GENOME275835_01572	GUT_GENOME275835_02783	GUT_GENOME275835_02774	GUT_GENOME275835_02574		GUT_GENOME275835_00391	GUT_GENOME275835_00402	GUT_GENOME275835_01488	GUT_GENOME275835_02579	GUT_GENOME275835_03164	GUT_GENOME275835_03163	GUT_GENOME021955_00396	GUT_GENOME275835_01328	GUT_GENOME275835_03248
GUT_GENOME010056	GUT_GENOME115359_01081	GUT_GENOME010056_00317	GUT_GENOME010056_00920	GUT_GENOME010056_01698	GUT_GENOME115359_00922	GUT_GENOME115359_01370	GUT_GENOME010056_01949	GUT_GENOME010056_00978	GUT_GENOME010056_01227	GUT_GENOME010056_01224	GUT_GENOME102790_00130	GUT_GENOME007807_00218	GUT_GENOME115359_00481	GUT_GENOME114436_02145	GUT_GENOME111778_02297	GUT_GENOME115359_01145	GUT_GENOME132314_01365	GUT_GENOME237253_01649	GUT_GENOME007807_00821	GUT_GENOME007807_00543	GUT_GENOME010056_01718	GUT_GENOME111778_00447	GUT_GENOME115359_00926	GUT_GENOME115359_00472		GUT_GENOME017688_00448	GUT_GENOME113156_00939	GUT_GENOME017688_00442	GUT_GENOME010056_00034	GUT_GENOME102790_00127	GUT_GENOME115359_01678	GUT_GENOME115359_00927
GUT_GENOME237253	GUT_GENOME015477_01379	GUT_GENOME012683_01413	GUT_GENOME237253_01469	GUT_GENOME015477_01284	GUT_GENOME015477_01719	GUT_GENOME237253_00662	GUT_GENOME012683_00096	GUT_GENOME012683_00891	GUT_GENOME237253_01645	GUT_GENOME237253_01642	GUT_GENOME237253_01643	GUT_GENOME015477_01125	GUT_GENOME237253_01657	GUT_GENOME237253_00927	GUT_GENOME111778_02297	GUT_GENOME237253_01958	GUT_GENOME237253_01652	GUT_GENOME237253_01649	GUT_GENOME007807_00821	GUT_GENOME009640_00118	GUT_GENOME109093_00631	GUT_GENOME012683_01064	GUT_GENOME012683_01022	GUT_GENOME013993_01427		GUT_GENOME017688_00448	GUT_GENOME237253_01641	GUT_GENOME017688_00442	GUT_GENOME237253_01952	GUT_GENOME237253_01646	GUT_GENOME237253_00759	GUT_GENOME013993_00885
GUT_GENOME014491	GUT_GENOME014491_00413	GUT_GENOME014491_01581	GUT_GENOME014491_01069	GUT_GENOME025525_01336	GUT_GENOME014491_01349	GUT_GENOME014491_01318	GUT_GENOME014491_01066	GUT_GENOME014491_00227	GUT_GENOME001354_00634	GUT_GENOME014491_00215	GUT_GENOME014491_00214	GUT_GENOME001354_00625	GUT_GENOME001354_00622	GUT_GENOME246915_01646	GUT_GENOME025525_00499	GUT_GENOME082811_01134	GUT_GENOME194902_00097	GUT_GENOME001354_00630	GUT_GENOME014491_00359	GUT_GENOME194902_00590	GUT_GENOME014491_00013	GUT_GENOME001354_01878	GUT_GENOME025525_01632	GUT_GENOME025525_00483	GUT_GENOME194902_00104	GUT_GENOME194902_01035	GUT_GENOME194902_00086	GUT_GENOME194902_00110	GUT_GENOME194902_00109	GUT_GENOME014491_00211	GUT_GENOME014491_00707	GUT_GENOME014491_01071
